Petr JEŽEK,124707
Teresa JIMÉNEZ-BECERRIL BARRIO,96806
Carlos JIMÉNEZ VILLAREJO,125034
Bernat JOAN i MARÍ,28412
Claire JOANNY,1126
Inga-Britt JOHANSSON,2065
Kent JOHANSSON,110365
Stanley P. JOHNSON,811
Eva JOLY,96883
Pierre JONCKHEER,4255
Jackie JONES,197758
Dennis de JONG,96748
Agnes JONGERIUS,125021
Sjouke JONKER,812
Karin JÖNS,1904
Romana JORDAN,28291
Christina Sheila JORDAN,197752
Dan JØRGENSEN,28156
Virginie JORON,197627
Lionel JOSPIN,1715
Charles JOSSELIN,813
Marc JOULAUD,124728
Riitta JOUPPILA,2058
Madeleine JOUYE DE GRANDMAISON,39629
Salvador JOVÉ PERES,1972
Irena JOVEVA,197447
Josu JUARISTI ABAUNZ,125051
Heinrich JÜRGENS,809
Rasa JUKNEVIČIENĖ,197840
Wolfgang JUNG,2283
Karin JUNKER,1062
Michel JUNOT,814
Oriol JUNQUERAS VIES,96708
Alain JUPPÉ,1168
Marek JUREK,124892
Krzysztof JURGIEL,197518
Aurelio JURI,94577
Eugen JURZYCA,197767
Philippe JUVIN,96884
Herve JUVIN,197626
Jelko KACIN,23691
Filip KACZMAREK,28280
Karin KADENBACH,97014
Eva KAILI,125109
Nikitas KAKLAMANIS,2192
Meropi KALDI,26738
Ivailo KALFIN,96807
Jarosław KALINOWSKI,96771
Ryszard Roman KALISZ,23766
Marina KALJURAND,197491
Kaja KALLAS,124697
Gisela KALLENBACH,28236
Konstantinos KALLIAS,804
Sandra KALNIETE,96934
Konstantinos KALOYANNIS,805
Syed KAMALL,33569
Michał Tomasz KAMIŃSKI,23792
Patricia van der KAMMEN,115868
Petra KAMMEREVERT,96837
Radan KANEV,197839
Assita KANKO,197469
Andis KĀPOSTS,23854
Barbara KAPPEL,125024
Konstantinos KAPPOS,806
Anna KARAMANOU,2310
Othmar KARAS,4246
Georgios KARATZAFERIS,28587
Emmanouil KARELLIS,1887
Rina Ronja KARI,122885
Sajjad KARIM,28481
Krišjānis KARIŅŠ,96901
Pierre KARLESKIND,197585
Karin KARLSBRO,197401
Hans KARLSSON,5953
Rikke-Louise KARLSSON,124876
Roger KAROUTCHI,2322
Professor Karol KARSKI,124887
Ioannis KASOULIDES,28474
Gabriel KASPEREIT,281
Martin KASTLER,25919
Elsi KATAINEN,191693
Giorgos KATIFORIS,2181
Georgios KATROUGKALOS,125062
Ioannis KATSAFADOS,807
Hans KATZER,808
Sylvia-Yvonne KAUFMANN,1849
Piia-Noora KAUPPI,4258
Liam KAVANAGH,796
Metin KAZAK,38613
Tchetin KAZAK,34251
Filotas KAZAZIS,800
Justin KEATING,797
Manolis KEFALOGIANNIS,125068
Tunne KELAM,28424
András KELEMEN,23828
Atilla Béla Ladislau KELEMEN,33981
Billy KELLEHER,197818
Fabienne KELLER,22858
Jan KELLER,124695
Ska KELLER,96734
Edward T. KELLETT-BOWMAN,1410
Elaine KELLETT-BOWMAN,783
Alan KELLY,96667
Seán KELLY,96668
Beata KEMPA,197519
Hedwig KEPPELHOFF-WIECHERT,1063
Hugh KERR,2235
Margot KESSLER,4264
Marie-Paule (Mimi) KESTELIJN-SIERENS,1947
Brian M. KEY,801
Afzal KHAN,124962
Bashir KHANBHAI,4512
Wajid KHAN,188624
Nicole KIIL-NIELSEN,96737
Michael L. KILBY,1628
Mark KILLILEA,1444
Robert KILROY-SILK,28492
Heinz KINDERMANN,1905
Glenys KINNOCK,2123
Evgeni KIRILOV,34231
Timothy KIRKHOPE,4542
Kent S. KIRK,802
Aleksandrs KIRŠTEINS,23850
Jude KIRTON-DARLING,124953
Peter KITTELMANN,1918
Niyazi KIZILYÜREK,197415
Eva KJER HANSEN,1924
Ewa KLAMT,4278
Christa KLASS,1929
Paulis KĻAVIŅŠ,23844
Egon A. KLEPSCH,1267
Mojca KLEVA KEKUŠ,23413
Bogdan KLICH,23780
Jan KLINKENBORG,1782
Wolf KLINZ,28244
Konstadinos KLIRONOMOS,2177
Izabela-Helena KLOC,197520
Michael KLÖCKNER,1624
Eugeniusz KŁOPOTEK,23786
Sławomir KŁOSOWSKI,135541
Wacław KLUKOWSKI,23802
Jürgen KLUTE,96769
Roger KNAPMAN,28505
Gorka KNÖRR BORRÀS,4378
Karsten KNOLLE,4286
Ondřej KNOTEK,197528
Dieter-Lebrecht KOCH,1852
Silvana KOCH-MEHRIN,28241
Heinz Fritz KÖHLER,1074
Herbert W. KÖHLER,9
Klaus-Peter KÖHLER,1075
Friedrich KÖNIG,2095
Annette KOEWIUS,123816
Jeppe KOFOD,124870
Peter KOFOD,197570
Niels Anker KOFOED,1145
Jaromír KOHLÍČEK,28331
Arndt KOHN,186884
Łukasz KOHUT,197523
Arba KOKALARI,197406
Petros KOKKALIS,197743
Angela KOKKOLA,2179
Marcel KOLAJA,197546
Mislav KOLAKUŠIĆ,197438
Lena KOLARSKA-BOBIŃSKA,96785
Bernd KÖLMEL,124824
Spiridon KOLOKOTRONIS,1625
Kateřina KONEČNÁ,23699
Albrecht Karl KONECNY,2257
Christoph KONRAD,2225
Athanasios KONSTANTINOU,197740
Sándor KÓNYA-HAMAR,33988
Ewa KOPACZ,197525
Joanna KOPCIŃSKA,197530
Maria Eleni KOPPA,39319
Efstratios KORAKAS,4493
Eija-Riitta KORHOLA,4260
Moritz KÖRNER,197445
Janusz KORWIN-MIKKE,124879
Ádám KÓSA,96829
Magda KÓSÁNÉ KOVÁCS,23807
Dietmar KÖSTER,124822
Elisabeth KÖSTINGER,96882
Sotiris KOSTOPOULOS,1072
Miloš KOTEREC,28181
Bernard KOUCHNER,1978
Ioannis KOUKIADIS,4487
Stelios KOULOGLOU,130833
Dimitrios KOULOURIANOS,4510
Georgios KOUMOUTSAKOS,97011
Elena KOUNTOURA,197699
Peter KOUROUMBASHEV,124857
Béla KOVÁCS,102887
Ondřej KOVAŘÍK,118949
Andrey KOVATCHEV,97968
Paweł Robert KOWAL,96793
Bronisława KOWALSKA,23767
Sergej KOZLÍK,23873
Agnieszka KOZŁOWSKA-RAJEWICZ,124889
Jan KOZŁOWSKI,101954
Edvard KOŽUŠNÍK,96704
Maximilian KRAH,197481
Holger KRAHMER,28247
Yannos KRANIDIOTIS,2153
Ole KRARUP,1919
Zdzisław KRASNODĘBSKI,124891
Guntars KRASTS,26828
Rodi KRATSA-TSAGAROPOULOU,4482
Constanze KREHL,1854
Wolfgang KREISSL-DÖRFLER,1935
Robert Ernest KRIEPS,1216
Kęstutis KRIŠČIŪNAS,23736
Henrik Dam KRISTENSEN,28152
Frode KRISTOFFERSEN,1626
Ģirts Valdis KRISTOVSKIS,28616
Alain KRIVINE,4403
Hans KRONBERGER,2291
Daniel KROUPA,23842
J. (Annie) B. KROUWEL-VLAM,784
Elżbieta KRUK,197532
Urszula KRUPA,28334
Józef Jerzy KUBICA,26676
Andrius KUBILIUS,197843
Pavol KUBOVIČ,23874
Wiesław Stefan KUC,28374
Wilfried KUCKELKORN,1899
Barbara KUDRYCKA,28284
Heinz KÜHN,795
Annemarie KUHN,3
Werner KUHN,96767
Helmut KUHNE,1908
Alice KUHNKE,197395
Joachim KUHS,197482
Willy H.G.J.M. KUIJPERS,1627
Eduard KUKAN,96651
Jan Jerzy KUŁAKOWSKI,28386
Miapetra KUMPULA-NATRI,124735
Kostadinka KUNEVA,125092
Florence KUNTZ,4366
Jacek Olgierd KURSKI,96795
Aldis KUŠĶIS,23853
Sepp KUSSTATSCHER,28418
Kestutis KUZMICKAS,23742
Zbigniew KUŹMIUK,28389
Vytautas KVIETKAUSKAS,23741
Cécile Kashetu KYENGE,124801
Merja KYLLÖNEN,124736
Stelios KYMPOUROPOULOS,197692
Leonidas KYRKOS,1677
Miltiadis KYRKOS,125113
Georgios KYRTSOS,125063
Ilhan KYUCHYUK,124866
Lousewies van der LAAN,4503
Mart LAAR,23862
Claude L.L.P. LABBÉ,794
Jeannou LACAZE,1169
Antonio Augusto LACERDA DE QUEIRÓZ,1609
Petr LACHNIT,23700
José María LAFUENTE LÓPEZ,2
Efstathios LAGAKOS,1058
Leonidas LAGAKOS,1610
Carlos LAGE,2161
Joost LAGENDIJK,2329
Sergey LAGODINSKY,197460
Lelio LAGORIO,970
Ioannis LAGOS,197737
Arlette LAGUILLER,4402
André LAIGNEL,1980
Patricia LALONDE,188254
(Paddy) Patrick Joseph LALOR,1435
Aurore LALUCQ,197697
Catherine LALUMIÈRE,2130
Pierre LALUMIÈRE,798
Giorgio LA MALFA,1010
Francesco LAMANNA,1870
Alain LAMASSOURE,1204
Jean LAMBERT,4531
Philippe LAMBERTS,96648
Irini LAMBRAKI,2175
Panayotis LAMBRIAS,1456
Stavros LAMBRINIDIS,28576
Alexander Graf LAMBSDORFF,28242
Oscar LANCINI,192635
Karmelo LANDA MENDIBE,237
Vytautas LANDSBERGIS,23746
Gabrielius LANDSBERGIS,124759
Patrick LANE,1280
Carl LANG,2057
Jack M.E. LANG,1981
Bernd LANGE,1909
Esther de LANGE,38398
Erwin LANGE,789
Werner LANGEN,1928
Raymond LANGENDRIES,28842
Brigitte LANGENHAGEN,35
Katrin LANGENSIEPEN,197461
Alexander LANGER,1107
Horst LANGES,1268
Paul A.A.J.G. LANNOYE,1292
Antonio LA PERGOLA,1108
Thierry de LA PERRIERE,4365
Anne LAPERROUZE,28209
Hélène LAPORTE,197597
Jessica E.S. LARIVE,1434
Nereo LARONI,1099
Pierre LARROUTUROU,197698
Claus LARSEN-JENSEN,122404
Romano Maria LA RUSSA,28416
Armin LASCHET,4280
Henri de LASSUS SAINT GENIÈS,2320
Vladimír LAŠTŮVKA,23701
Pierre LATAILLADE,1021
Louis LAUGA,962
Kurt Joachim LAUK,28222
Ritva Tellervo LAURILA,2059
Marju LAURISTIN,124698
Vincenzo LAVARRA,4455
Giovanni LA VIA,96816
Jérôme LAVRILLEUX,124731
Henrik LAX,28262
Johannes LEBECH,39762
Gilles LEBRETON,124738
Agnès LE BRUN,105849
Jean A.F. LECANUET,799
Julie LECHANTEUX,197686
Christelle LECHEVALIER,188718
Jean-Marie LE CHEVALLIER,1022
Kurt LECHNER,4283
Olivier LEFEVRE D'ORMESSON,1569
Stéphane LE FOLL,28162
Roselyne LEFRANÇOIS,38846
Silvio LEGA,792
David LEGA,197393
Jean-Yves R.R. LE GALLOU,2076
Constance LE GRIP,101580
Professor Ryszard Antoni LEGUTKO,96796
Bernard LEHIDEUX,2326
Martine LEHIDEUX,1127
Klaus-Heiner LEHNE,2224
Lasse LEHTINEN,28263
Patrick LE HYARIC,96735
Jörg LEICHTFRIED,28251
Jo LEINEN,4262
Maria Manuel LEITÃO MARQUES,197635
Bram van der LEK,1621
Eileen LEMASS,1616
Gerd Ludwig LEMMER,1257
Jeroen LENAERS,95074
Marcelle LENTZ-CORNETTE,1598
Marlene LENZ,1236
Silvio LEONARDI,270
Innocenzo LEONTINI,72754
Giacomo LEOPARDI,2253
Corinne LEPAGE,97076
Jean-Marie LE PEN,1023
Marine LE PEN,28210
Odile LEPERRE-VERRIER,2243
Andrzej Zbigniew LEPPER,23794
Fernand LE RACHINEL,2066
Enrico LETTA,28413
Katalin LÉVAI,28200
Janusz LEWANDOWSKI,23781
Andrew LEWER,124943
Pietro LEZZI,312
Bogusław LIBERADZKI,23768
Marcin LIBICKI,24087
Eva LICHTENBERGER,28253
Marie-Noëlle LIENEMANN,1708
Liene LIEPIŅA,23852
Peter LIESE,1927
Arne LIETZ,124839
Giancarlo LIGABUE,2251
Giosuè LIGIOS,1605
Salvatore LIMA,991
Sylvia LIMMER,197483
Erdmann LINDE,790
Michèle LINDEPERG,1987
MaLou LINDHOLM,2265
Hans LINDQVIST,2266
Rolf LINKOHR,1258
Norbert LINS,124808
Franz LINSER,2282
Milan LINZER,2096
Kartika Tamara LIOTARD,28182
Alain LIPIETZ,4384
Jean-Noël de LIPKOWSKI,786
Janusz Stanisław LISAK,23798
Krzysztof LISEK,96788
Giorgio LISI,4748
Bogusław LITWINIEC,23718
Dionysios LIVANOS,1049
Anne-Marie A. LIZIN,1688
Elena LIZZI,197611
Carmen LLORCA VILAPLANA,1306
César LLORENS BARGES,1612
Jaroslav LOBKOWICZ,23702
Pia Elda LOCATELLI,28976
Barbara LOCHBIHLER,96728
Eleonora LO CURTO,93515
Eugen LODERER,791
Maj-Lis LÖÖW,2067
Calogero LO GIUDICE,982
Philippe LOISEAU,125684
Nathalie LOISEAU,197494
Morten LØKKEGAARD,96709
Alfred LOMAS,1411
Raffaele LOMBARDO,4472
Naomi LONG,197816
Gérard LONGUET,1682
John LONGWORTH,197807
Charles-Emile LOO,1606
Sander LOONES,128717
Verónica LOPE FONTAGNÉ,96765
Javi LÓPEZ,125042
Doktor Professor Juan Fernando LÓPEZ AGUILAR,96812
Paloma LÓPEZ BERMEJO,125047
Leopoldo LÓPEZ GIL,197777
Antonio LÓPEZ-ISTÚRIZ WHITE,28399
Andrea LOSCO,36393
Sabine LÖSING,96854
Aleksejs LOSKUTOVS,196042
Patrick LOUIS,28217
Konstantinos LOULES,793
Hendrik J. LOUWES,1607
Isabella LÖVIN,96675
Rupert LOWE,197759
Caroline LUCAS,4524
Francisco António LUCAS PIRES,1363
Bernd LUCKE,124820
Baroness Sarah LUDFORD,4529
Olle LUDVIGSSON,96673
Hans August LÜCKER,782
César LUENA,197721
Günter LÜTTGE,1076
Petru Constantin LUHAN,96823
Zenon-José LUIS PAZ,1613
Elżbieta Katarzyna ŁUKACIJEWSKA,96791
Klaus LUKAS,2277
Astrid LULLING,1186
Ulrike LUNACEK,97017
Torben LUND,4434
Nils LUNDGREN,28142
Peter LUNDGREN,124996
Florencio LUQUE AGUILAR,40602
Rudolf LUSTER,1259
Benoît LUTGEN,197458
Krystyna ŁYBACKA,124883
Arminas LYDEKA,23743
Finn LYNGE,1630
Elizabeth LYNNE,4541
George LYON,96959
Marusya LYUBCHEVA,37524
Stanisław ŁYŻWIŃSKI,23797
Albert Jan MAAT,4492
Jules MAATEN,4501
David McALLISTER,124806
Luigi MACARIO,776
Allan MACARTNEY,2168
Linda McAVAN,2327
Arlene McCARTHY,2173
John Joseph McCARTIN,1436
Maria Antonietta MACCIOCCHI,741
Emma McCLARKIN,96919
Professor Sir Neil MacCORMICK,4548
Henry Bell McCUBBIN,1317
Mary Lou McDONALD,28111
Giulio MACERATINI,1726
Michael McGOWAN,1402
Mairead McGUINNESS,28115
Petr MACH,84175
Antoni MACIEREWICZ,23885
Anne Caroline B. MCINTOSH,1299
Anthea McINTYRE,111011
Patricia McKENNA,2231
Aileen McLEOD,30490
Hugh R. McMAHON,1404
Edward MCMILLAN-SCOTT,1405
Eryl Margaret McNALLY,2064
Monica MACOVEI,96824
Ray MAC SHARRY,1622
Jamila MADEIRA,28317
Luís Filipe MADEIRA,1589
Alain MADELIN,1024
Jaak MADISON,197493
Barry MADLENER,96904
Vicky MAEIJER,97513
Nelly MAES,2335
Cristina MAESTRE MARTÍN DE ALMAGRO,197719
Emmanuel P.M. MAFFRE-BAUGÉ,1590
Magid MAGID,197812
Maria MAGNANI NOYA,994
Thomas Joseph MAHER,1437
Gepa MAIBAUM,1064
Hanja MAIJ-WEGGEN,1425
Ernst MAJONICA,777
Pierfrancesco MAJORINO,197592
Kurt MALANGRÉ,1260
Philippe MALAUD,1603
Aušra MALDEIKIENĖ,197835
Eugenijus MALDEIKIS,23745
Adriana MALDONADO LÓPEZ,197735
Christian de la MALÈNE,974
Franco E. MALERBA,2249
Ivana MALETIĆ,119436
Claude MALHURET,1025
Svetoslav Hristov MALINOV,111027
Jacques MALLET,1604
Minerva Melpomeni MALLIORI,4490
Helena MALLOTOVÁ,23703
Cecilia MALMSTRÖM,4273
Bernie MALONE,1895
Curzio MALTESE,125192
Noël MAMÈRE,2139
Andrejs MAMIKINS,124746
Jean-François MANCEL,1785
Claudiu MANDA,197653
Antonius MANDERS,4560
Lukas MANDL,190713
Ramona Nicole MĂNESCU,39717
Lucio MANISCO,2074
Vladimír MAŇKA,28192
Erika MANN,1898
Thomas MANN,1922
Jenő Vilmos MANNINGER,23817
Diamanto MANOLAKOU,28585
Adrian MANOLE,95016
Louis-Joseph MANSCOUR,124725
Agostino MANTOVANI,8
Mario MANTOVANI,4395
Andrea MANZELLA,2113
Ernest MARAGALL,124933
Florent MARCELLESI,26146
Georges MARCHAIS,1588
Roland MARCHESIN,778
Jean-Charles MARCHIANI,4364
Bogdan Kazimierz MARCINKIEWICZ,96792
Pol M.E.E. MARCK,1468
Jean-Claude MARCOURT,97021
Thierry MARIANI,197623
Notis MARIAS,125069
Marilena MARIN,2078
Francesca MARINARO,1597
Marian-Jean MARINESCU,33982
Luís MARINHO,1364
António MARINHO E PINTO,124742
Catiuscia MARINI,41006
Franco MARINI,4426
Ioannis MARINOS,4474
Elena MARINUCCI,2142
Christos MARKOPOULOS,779
Helmuth MARKOV,4303
Spyridon MARKOZANIS,780
Alain MARLEIX,1165
Erik MARQUARDT,197462
Sérgio MARQUES,4452
António Joaquim MARQUES MENDES,1365
António José MARQUES MENDES,1614
L-Onor. Margarida MARQUES,197638
Pedro MARQUES,197634
Alfonso Luigi MARRA,2191
Pedro MARSET CAMPOS,1975
John Leslie MARSHALL,1586
René MART,781
Claudio MARTELLI,1602
Maria MARTENS,4559
Wilfried A.E. MARTENS,1942
David MARTIN,1403
Dominique MARTIN,124751
Edouard MARTIN,124947
Hans-Peter MARTIN,4238
Hugues MARTIN,4341
Maurice MARTIN,770
Philippe-Armand MARTIN,2215
Simone M.M. MARTIN,946
Gilles MARTINET,771
Jean-Claude MARTINEZ,966
Miguel Angel MARTÍNEZ MARTÍNEZ,4346
Fulvio MARTUSCIELLO,124828
Michał MARUSIK,124894
Jan Tadeusz MASIEL,28375
Antonio MASIP HIDALGO,28338
Renato MASSARI,1793
Jiří MAŠTÁLKA,23704
Clemente MASTELLA,4462
Edith MASTENBROEK,28169
Emmanouil MASTORAKIS,4491
Barbara MATERA,96813
Graham MATHER,2079
Véronique MATHIEU HOUILLON,4412
Marisa MATIAS,96820
Predrag Fred MATIĆ,197441
Marjo MATIKAINEN-KALLSTRÖM,2308
Gabriel MATO,96936
Ana MATO ADROVER,28383
Marios MATSAKIS,23881
Yiannakis MATSIS,28516
Maria MATSOUKA,28575
Rupert MATTHEWS,188622
Vincenzo MATTINA,1011
Iosif MATULA,95017
Abel MATUTES JUAN,1988
Stefano MAULLU,133326
Fernando MAURA BARANDIARÁN,125039
Emmanuel MAUREL,24505
Mario MAURO,4393
Pierre MAUROY,772
Costas MAVRIDES,124691
Manolis MAVROMMATIS,28574
Kyriakos MAVRONIKOLAS,96906
Georgios MAVROS,1601
Eleni MAVROU,23729
Radka MAXOVÁ,197522
Eva MAYDELL,98341
Georg MAYER,38511
Alex MAYER,185637
Hans-Peter MAYER,4275
Sylvie MAYER,1128
Xaver MAYER,1916
Miquel MAYOL i RAYNAL,21813
Jaime MAYOR OREJA,28362
Federico MAYOR ZARAGOZA,1684
Zofija MAZEJ KUKOVIČ,39916
Beata MAZUREK,197538
Valentinas MAZURONIS,124768
Doktor Professor Liudas MAŽYLIS,197841
Antonio MAZZONE,958
Erminia MAZZONI,96817
Nora MEBRAK-ZAïDI,992
José Manuel MEDEIROS FERREIRA,1587
Manuel MEDINA ORTEGA,1337
Thomas MEGAHY,1406
Bruno A.A. MÉGRET,1166
Erhard MEIER,2098
Erik MEIJER,4508
Vangelis MEIMARAKIS,197662
Gesine MEISSNER,96870
Eugenio MELANDRI,1080
Dace MELBĀRDE,130256
Arne MELCHIOR,1896
Karen MELCHIOR,197567
Jean-Luc MÉLENCHON,96742
Joëlle MÉLIN,124765
Susanne MELIOR,124838
Mario MELIS,1100
Nuno MELO,96978
José MENDES BOTA,1140
Íñigo MÉNDEZ DE VIGO,1873
José María MENDILUCE PEREIRO,2007
Nélio MENDONÇA,2041
Emilio MENÉNDEZ del VALLE,4348
Pietro-Paolo MENNEA,4711
Domenico MENNITTI,21814
Winfried MENRAD,1041
Jean A.E.E. MEO,774
Judith A. MERKIES,96910
Meinolf MERTENS,1583
Friedrich MERZ,1077
Morten MESSERSCHMIDT,96663
Pierre MESSMER,775
Reinhold MESSNER,4419
Alajos MÉSZÁROS,96652
Tamás MESZERICS,124720
Roberta METSOLA,118859
Alman METTEN,1445
Tilly METZ,193292
Jörg MEUTHEN,190518
Willy MEYER,28407
Roberto MEZZAROMA,2254
Giovanni MICCICHÈ,193706
Victor J.J. MICHEL,767
Louis MICHEL,96670
Alberto MICHELINI,971
Martina MICHELS,120478
Marek Henryk MIGALSKI,96800
Rosa MIGUÉLEZ RAMOS,4349
Eugen MIHĂESCU,34000
Dan MIHALACHE,36696
Iskra MIHAYLOVA,125128
Karl-Heinrich MIHR,1261
Marianne MIKKO,28421
Miroslav MIKOLÁŠIK,28178
Sven MIKSER,197497
Guido MILANA,97020
Giuseppe MILAZZO,197824
Francisco José MILLÁN MON,28400
Bill MILLER,2135
Leszek MILLER,197540
Matthijs van MILTENBURG,125022
Anne-Marie MINEUR,125037
Johan van MINNEN,768
Joaquim MIRANDA,1356
Ana MIRANDA,24942
Ana MIRANDA DE LAGE,1307
Alexander MIRSKY,96999
Gay MITCHELL,28112
Pietro MITOLO,1867
Miroslavs MITROFANOVS,191695
Alfeo MIZZAU,1595
Marlene MIZZI,118858
Nickolay MLADENOV,38607
Angelika MLINAR,125026
Baroness Nosheena MOBARIK,189391
Marcello MODIANO,769
Silvia MODIG,197805
Hans MODROW,4301
Poul MØLLER,1584
Viktória MOHÁCSI,30099
Abdelkader MOHAMED ALI,2279
Shaffaq MOHAMMED,197811
Giulia MOI,124859
Sorin MOISĂ,124789
Viorica-Pompilia-Georgeta MOISUC,37450
Emilio MOLINARI,1615
Csaba MOLNÁR,124722
Andreas MÖLZER,28255
Peter Michael MOMBAUR,2226
Joseph A. MOMMERSTEEG,763
Philippe J.F. MONFILS,2273
Andoni MONFORTE ARREGUI,1608
Fernando MONIZ,2164
Gérard P.M.J. MONNIER-BESOMBES,1156
Bernard MONOT,124761
Enrique MONSONÍS DOMINGO,23735
Manuel F. MONTEIRO,2165
Cláudia MONTEIRO DE AGUIAR,124734
Brian MONTEITH,197704
Sophie MONTEL,124769
José María MONTERO ZABALA,1338
Enrico MONTESANO,1940
Aymeri de MONTESQUIOU FEZENSAC,952
Elizabeth MONTFORT,4362
Cristobal MONTORO ROMERO,28385
Dolors MONTSERRAT,197711
Clare MOODY,124944
James MOORHOUSE,1398
Claude MORAES,4519
Fernando MORÁN LÓPEZ,1339
Nadine MORANO,72779
Alberto MORAVIA,1596
Gisèle M.H. MOREAU,2080
Jacques P. MOREAU,764
Louise MOREAU,742
Vital MOREIRA,96930
Jorge MOREIRA DA SILVA,4454
Robert J. MORELAND,765
Javier MORENO SÁNCHEZ,28347
Enric MORERA CATALÀ,26811
Luigi MORETTI,1101
Alessandra MORETTI,124799
Eluned MORGAN,2171
Luigi MORGANO,124788
Claudio MORGANTI,97280
Luisa MORGANTINI,4453
Philippe MORILLON,4332
Elisabeth MORIN-CHARTIER,38596
Radvilė MORKŪNAITĖ-MIKULĖNIENĖ,96695
Raúl MORODO LEONCIO,1340
Giovanni MORONI,1594
David R. MORRIS,1399
Marlene MORTLER,197427
Alexandru-Ioan MORȚUN,34482
Krisztina MORVAI,96661
Alessia Maria MOSCA,124868
Pierre MOSCOVICI,1983
Marlies MOSIEK-URBAHN,1921
Didier MOTCHANE,1580
Ashley MOTE,28507
Dan-Ştefan MOTREANU,197647
Tiziano MOTTI,96760
Giuseppe MOTTOLA,1102
Jean MOUCHEL,1581
Nana MOUSKOURI,2183
Andżelika Anna MOŻDŻANOWSKA,197541
Ernest MÜHLEN,1591
Edith MÜLLER,2044
Emilia Franziska MÜLLER,4290
Gerd MÜLLER,1042
Günther MÜLLER,1592
Rosemarie MÜLLER,4268
Ernst MÜLLER-HERMANN,759
Werner MÜNCH,1262
Jan MULDER,1965
Ulrike MÜLLER,124862
June Alison MUMMERY,197603
María MUÑIZ DE URQUIZA,96701
Joaquim MUNS ALBUIXECH,1593
Hemmo J. MUNTINGH,1446
Siegfried MUREŞAN,124802
Simon Francis MURPHY,2045
Paul MURPHY,97344
Roberto MUSACCHIO,28977
Cristiana MUSCARDINI,1073
Joseph MUSCAT,28121
Renaud MUSELIER,124729
Francesco MUSOTTO,4471
Antonio MUSSA,21951
François MUSSO,960
Alessandra MUSSOLINI,28429
Christine MAYER,2237
Sebastiano (Nello) MUSUMECI,1944
Marie-Thérèse MUTIN,2321
Riitta MYLLER,2062
Vojtěch MYNÁŘ,114873
Caroline NAGTEGAAL,190519
József NAGY,124926
Sami NAÏR,4287
Pasqualina NAPOLETANO,1065
Vito NAPOLI,1897
Giorgio NAPOLITANO,1103
Juan Andrés NARANJO ESCOBAR,5537
Angelo NARDUCCI,760
Javier NART,125005
Hartmut NASSAUER,1920
Alessandro NATTA,1582
Mike NATTRASS,28506
Antonio NAVARRO,1149
Robert NAVARRO,28164
Alexandru NAZARE,95019
Jacqueline NEBOUT,743
Cătălin-Ioan NECHIFOR,39707
Clive John NEEDLE,2040
Victor NEGRESCU,88882
Giovanni NEGRI,1579
Momchil NEKOV,125013
Zsolt NÉMETH,23818
Riccardo NENCINI,2132
Catherine NERIS,38847
Lucy NETHSINGHA,197604
Harald NEUBAUER,1223
Lore NEUGEBAUER,1578
Hannah NEUMANN,197464
Norbert NEUSER,96844
Katarína NEVEĎALOVÁ,96653
Arthur Stanley NEWENS,1400
Edward NEWMAN,1401
Bill NEWTON DUNN,1394
Nadezhda NEYNSKY,96861
Annemie NEYTS-UYTTEBROECK,1946
Dimitrios NIANIAS,1032
Dan NICA,124784
James NICHOLSON,1318
Baroness NICHOLSON OF WINTERBOURNE,4522
Norica NICOLAI,96825
Sir David Lancaster NICOLSON,761
Rareș-Lucian NICULESCU,39714
Professor Doktor Angelika NIEBLER,4289
Luděk NIEDERMAYER,124701
Péter NIEDERMÜLLER,124723
Jørgen Brøndlund NIELSEN,1573
Tove NIELSEN,1244
Niklas NIENASS,197465
Cora van NIEUWENHUIZEN,125019
Ville NIINISTÖ,197802
Lefteris NIKOLAOU-ALAVANOS,197734
Kalliopi NIKOLAOU,744
Konstantinos NIKOLAOU,725
Jens NILSSON,111024
Liadh NÍ RIADA,124987
Lambert van NISTELROOIJ,28165
Giuseppe NISTICO',4749
Sławomir NITRAS,96794
Egbert NITSCH,1577
Mauro NOBILIA,4744
Camilo NOGUEIRA ROMÁN,4380
Maria NOICHL,124836
Hans R. NORD,1574
Franz-Josef NORDLOHNE,762
Jean-Thomas NORDMANN,1194
Sir Tom NORMANTON,1575
Wolfgang von NOSTITZ,1571
Harry A.C.M. NOTENBOOM,756
Charles-Ferdinand NOTHOMB,758
Ljudmila NOVAK,28294
Andrey NOVAKOV,107212
Diego NOVELLI,1674
Hervé NOVELLI,4357
Honório NOVO,2047
Alfonso NOVO BELENGUER,2284
Wolfgang NUßBAUMER,2203
Paul NUTTALL,96805
Kai NYBORG,757
Grace O'SULLIVAN,197889
Franz OBERMAYR,96981
Raimon OBIOLS,4328
Achille OCCHETTO,1094
Janina OCHOJSKA,197542
John O'CONNELL,750
Christine Margaret ODDY,1178
Tom G. O'DONNELL,1570
Jean A. OEHLER,751
Jan-Christoph OETJEN,197432
Patrick O'FLYNN,124940
Vural ÖGER,28230
The Lord O'HAGAN,1395
Outi OJALA,2299
Juan OJEDA SANZ,4316
Kristiina OJULAND,97230
Jens Dyhr OKKING,4438
Péter OLAJOS,28636
Jan OLBRYCHT,28288
Michael O'LEARY,752
Wojciech Michał OLEJNICZAK,96783
Juozas OLEKAS,197838
Kjeld OLESEN,753
Francisco OLIVA GARCIA,1341
Philippe OLIVIER,197687
